0.785156,0.0564061,0.0706906,0,
0.507813,0.0377875,0.15017,0,
0.226563,0.111803,0.157518,0,
0.390625,0.0130557,0.297279,0,
0.160156,0.0340075,0.222429,0,
0.925781,0.0133501,0.222224,0,
0.511719,0.02608,0.0901722,0,
0.796875,0.0994219,0.0504142,0,
0.214844,0.117787,0.0487805,0,
0.785156,0.0521166,0.137641,0,
0.449219,0.104342,0.0463085,0,
0.625,0.0267519,0.0273898,0,
0.753906,0.0660437,0.0220554,0,
0.160156,0.0188076,0.00686951,0,
0.753906,0.00518257,0.00856542,0,
0.390625,0.00540917,0.00750557,0,
0.550781,0.00545835,0.00698997,0,
0.671875,0.0181386,0.0250684,0,
0.726563,0.00900055,0.00257751,0,
0.535156,0.0165437,0.00207935,0,
0.667969,0.0129277,0.00130246,0,
0.703125,0.0339669,0.0221542,0,
0.757813,0.047271,0.0170205,0,
0.574219,0.0777904,0.0521326,0,
0.566406,0.0182645,0.330564,0,
0.222656,0.021687,0.22892,0,
0.183594,0.0254033,0.0497477,0,
0.222656,0.0359118,0.00497269,0,
0.757813,0.0699513,0.0331246,0,
0.5625,0.0324501,0.0280252,0,
0.480469,0.032141,0.0252084,0,
0.394531,0.0888937,0.0541234,0,
0.414063,0.0280803,0.0514595,0,
0.402344,0.0404213,0.0602113,0,
0.480469,0.0644108,0.0459052,0,
0.339844,0.0194145,0.0096049,0,
0.832031,0.0493956,0.0160852,0,
0.394531,0.0523858,0.0560996,0,
0.808594,0.04894,0.0278335,0,
0.683594,0.0165727,0.039725,0,
0.722656,0.0257065,0.0348351,0,
0.234375,0.0351597,0.0284657,0,
0.40625,0.0245763,0.0268186,0,
0.339844,0.0251862,0.0375532,0,
0.339844,0.0295012,0.0458181,0,
0.296875,0.0243449,0.0689083,0,
0.417969,0.0502871,0.0334987,0,
0.390625,0.0683132,0.073451,0,
0.351563,0.0205555,0.178856,0,
0.300781,0.0894957,0.184617,0,
0.679688,0.0374162,0.04719,0,
0.363281,0.0295574,0.0913882,0,
0.449219,0.016039,0.0344557,0,
0.375,0.111078,0.100555,0,
0.597656,0.0614049,0.0270279,0,
0.226563,0.0419684,0.0607791,0,
0.671875,0.036284,0.0454653,0,
0.289063,0.0151897,0.00529552,0,
0.492188,0.0247365,0.0209908,0,
0.449219,0.037765,0.0560472,0,
0.507813,0.0534298,0.0208828,0,
0.4375,0.0173884,0.00453202,0,
0.382813,0.0192669,0.0223698,0,
0.722656,0.0128641,0.0425349,0,
0.679688,0.00807887,0.0140366,0,
0.699219,0.00150754,0.00482382,0,
0.710938,0.00589039,0.00577164,0,
0.507813,0.00577772,0.00602731,0,
0.382813,0.0171515,0.00304998,0,
0.285156,0.00992433,0.0181242,0,
0.742188,0.00561737,0.00682704,0,
0.742188,0.00725691,0.00223838,0,
0.550781,0.0150087,0.00956777,0,
0.683594,0.0045214,0.0250965,0,
0.375,0.00736976,0.0192121,0,
0.414063,0.0103034,0.0271688,0,
0.566406,0.0369307,0.0718873,0,
0.128906,0.0142781,0.0759602,0,
0.507813,0.0217714,0.0322216,0,
0.785156,0.0147355,0.0953265,0,
0.339844,0.0170949,0.0320348,0,
0.320313,0.00926035,0.0793281,0,
0.660156,0.0436429,0.0182129,0,
0.425781,0.0205851,0.0122757,0,
0.773438,0.0157652,0.00768625,0,
0.492188,0.0153788,0.00759521,0,
0.722656,0.0152545,0.0174977,0,
0.597656,0.0135661,0.0261979,0,
0.296875,0.00621729,0.0296422,0,
0.808594,0.00816809,0.00893555,0,
0.765625,0.0102676,0.00546736,0,
0.222656,0.0117074,0.00870766,0,
0.722656,0.00253603,0.0149924,0,
0.511719,0.00883651,0.00110073,0,
0.328125,0.00546536,0.00302041,0,
0.523438,0.00247281,0.000310686,0,
0.449219,0.00599159,0.0040744,0,
0.714844,0.0224249,0.00676004,0,
0.714844,0.0300765,0.00593569,0,
0.585938,0.0892406,0.0178638,0,
0.671875,0.0243737,0.00764187,0,
0.445313,0.00721424,0.0284253,0,
0.433594,0.0211055,0.0127047,0,
0.550781,0.0148116,0.00608477,0,
0.820313,0.0311495,0.0112499,0,
0.757813,0.0459683,0.0164994,0,
0.808594,0.0164741,0.0107983,0,
0.5,0.0173926,0.00604322,0,
0.285156,0.0143192,0.0105273,0,
0.671875,0.00575719,0.00699273,0,
0.359375,0.00492398,0.0116641,0,
0.140625,0.0166747,0.00627656,0,
0.574219,0.00750891,0.0244946,0,
0.699219,0.0293117,0.0627762,0,
0.820313,0.0100133,0.0523265,0,
0.832031,0.042302,0.0676405,0,
0.542969,0.0326125,0.0607846,0,
0.519531,0.0535438,0.0784137,0,
0.449219,0.0157559,0.0919843,0,
0.300781,0.12713,0.055667,0,
0.53125,0.0185848,0.187105,0,
0.40625,0.273655,0.0991812,0,
0.246094,0.0372552,0.0687039,0,
0.375,0.425468,0.153693,0,
0.476563,0.129183,0.107583,0,
0.417969,0.127469,0.0638382,0,
0.617188,0.019737,0.026829,0,
0.703125,0.0537401,0.0849769,0,
0.820313,0.00694176,0.0254599,0,
0.226563,0.0535859,0.00872064,0,
0.59375,0.0157744,0.0754714,0,
0.671875,0.00157324,0.0709917,0,
0.789063,0.0980926,0.0599239,0,
0.476563,0.0566688,0.0406421,0,
0.246094,0.0536984,0.145078,0,
0.203125,0.120868,0.158243,0,
0.789063,0.00925333,0.0128057,0,
0.433594,0.0169761,0.00446543,0,
0.222656,0.00524435,0.0100146,0,
0.316406,0.0174086,0.0373055,0,
0.671875,0.0177659,0.018743,0,
0.285156,0.0166874,0.00701849,0,
0.710938,0.0499254,0.0543586,0,
0.65625,0.0487042,0.00568014,0,
0.382813,0.0151999,0.00212094,0,
0.167969,0.0276354,0.0131189,0,
0.375,0.0210364,0.012935,0,
0.277344,0.00464501,0.0126952,0,
0.710938,0.00631166,0.0023342,0,
0.296875,0.0166366,0.00481284,0,
0.46875,0.00424103,0.00284115,0,
0.832031,0.0113687,0.00819143,0,
0.375,0.0105745,0.0221708,0,
0.671875,0.0208534,0.00347031,0,
0.210938,0.00797054,0.0112491,0,
0.488281,0.0366432,0.00666396,0,
0.425781,0.023051,0.0137082,0,
0.394531,0.0128578,0.0081463,0,
0.820313,0.00668895,0.0143739,0,
0.648438,0.00192696,0.0136664,0,
0.445313,0.00177045,0.00639275,0,
0.308594,0.00500258,0.00627127,0,
0.609375,0.0148144,0.0135096,0,
0.359375,0.0333571,0.0289487,0,
0.40625,0.0178073,0.0125495,0,
0.683594,0.0111777,0.010296,0,
0.171875,0.00843246,0.0106986,0,
0.542969,0.0040787,0.00715772,0,
0.492188,0.0132138,0.0136552,0,
0.734375,0.00550754,0.0201873,0,
0.488281,0.0292201,0.0273157,0,
0.679688,0.075038,0.0685985,0,
0.300781,0.0351693,0.107621,0,
0.648438,0.0222471,0.150417,0,
0.476563,0.0401807,0.132621,0,
0.402344,0.0362649,0.0198946,0,
0.742188,0.045975,0.0438864,0,
0.371094,0.0508266,0.0672939,0,
0.199219,0.0819085,0.150935,0,
0.566406,0.0379852,0.154552,0,
0.222656,0.0556016,0.0338197,0,
0.671875,0.0580552,0.0211506,0,
0.726563,0.0281794,0.0110974,0,
0.433594,0.0581623,0.0234349,0,
0.332031,0.0135922,0.13067,0,
0.476563,0.0662363,0.0291921,0,
0.710938,0.0188039,0.0168677,0,
0.789063,0.006922,0.00358519,0,
0.5625,0.0075822,0.00546034,0,
0.445313,0.00643875,0.00371704,0,
0.449219,0.0113835,0.00192947,0,
0.511719,0.00153014,0.00195018,0,
0.433594,0.00114202,0.0011948,0,
0.714844,0.0123332,0.0121329,0,
0.464844,0.0316018,0.0185687,0,
0.296875,0.00290039,0.00450593,0,
0.59375,0.00692864,0.0022296,0,
0.457031,0.00646177,0.0106291,0,
0.648438,0.0102041,0.0184453,0,
0.542969,0.0115335,0.00346595,0,
0.65625,0.0266583,0.00614257,0,
0.5625,0.0108679,0.00614426,0,
0.617188,0.00794226,0.00403448,0,
0.359375,0.0122194,0.00967395,0,
0.585938,0.00772468,0.00487432,0,
0.359375,0.0158873,0.0127743,0,
0.671875,0.00190609,0.0103508,0,
0.699219,0.0219901,0.005192,0,
0.597656,0.0115917,0.00785576,0,
0.320313,0.0308046,0.040147,0,
0.449219,0.0257543,0.00479418,0,
0.84375,0.0098348,0.0133765,0,
0.394531,0.0189817,0.0123483,0,
0.339844,0.0183376,0.0252219,0,
0.417969,0.0377764,0.0389616,0,
0.394531,0.0101528,0.0727112,0,
0.425781,0.0498355,0.0401128,0,
0.316406,0.0140616,0.0267766,0,
0.742188,0.00847916,0.0251323,0,
0.199219,0.00534064,0.0308272,0,
0.273438,0.0206809,0.0103781,0,
0.476563,0.0069461,0.00931408,0,
0.46875,0.00355495,0.00328586,0,
0.816406,0.00505495,0.0108405,0,
0.777344,0.00658274,0.00982589,0,
0.777344,0.00767397,0.00956275,0,
0.308594,0.00978609,0.01379,0,
0.742188,0.0338232,0.047477,0,
0.703125,0.00869473,0.0103428,0,
0.433594,0.0132954,0.0264104,0,
0.507813,0.00834891,0.0189267,0,
0.402344,0.00170995,0.0246992,0,
0.796875,0.0192231,0.0343581,0,
0.382813,0.0146637,0.00324447,0,
0.464844,0.0075215,0.0011489,0,
0.699219,0.00183834,0.0128008,0,
0.285156,0.00658538,0.00466023,0,
0.777344,0.0214917,0.0140937,0,
