[0.30024531, 0.46490735, 0.6474027, 7.6103395e-005;
  0.23954059, 0.68971699, 0.72054839, 0.00018720007;
  0.3590861, 0.6949321, 0.86521, 0.0002336438;
  0.29474339, 0.7487855, 0.82658625, 0.00021521725;
  0.27308077, 0.75414747, 0.80109972, 0.00021048782;
  0.25318635, 0.49674582, 0.62989932, 6.9304508e-005;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.32807511, 0.024425583, 0.39135462, 7.8354342e-006;
  0.35810381, 0.16045046, 0.50737703, 5.119844e-006;
  0.30226839, 0.53542954, 0.69774771, 9.2613634e-005;
  0.34850118, 0.62419355, 0.80026388, 0.00018220258;
  0.21190321, 0.81229609, 0.79073584, 0.00014337972;
  0.24935944, 0.76874655, 0.80754, 0.0001551493;
  0.22009809, 0.83564067, 0.81628036, 0.00020370173;
  0.35181203, 0.51461762, 0.73423797, 0.00010365702;
  0.38642675, 0.45775396, 0.7310679, 0.00015440113;
  0.21345577, 0.82699478, 0.80852401, 0.00016285306;
  0.29896864, 0.64954358, 0.76984793, 0.00013403833;
  0.3624894, 0.43948621, 0.67814809, 1.1369619e-005;
  0.37021345, 0.33090684, 0.62627959, 5.3169892e-006;
  0.3616195, 0.30997062, 0.5981344, 1.1129788e-005;
  0.36328694, 0.32621869, 0.60697538, 1.5107476e-005;
  0.3656567, 0.39814857, 0.65625095, 6.4632281e-006;
  0.28945175, 0.11896293, 0.40946317, 1.3853006e-005;
  0.28781167, 0.039451443, 0.36134368, 6.4532787e-006;
  0.30372426, 0.093047298, 0.41635948, 9.2127906e-005;
  0.38303542, 0.64178705, 0.85523683, 0.00019287683;
  0.31824762, 0.5003702, 0.67998528, 5.3130323e-005;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39539498, 0.35756838, 0.67144561, 2.3957159e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.38968194, 0.36782244, 0.67225635, 1.1081859e-005;
  0.38876548, 0.34489185, 0.65715754, 4.4910485e-006;
  0.38915423, 0.31868821, 0.6420418, 2.6239222e-006;
  0.38915423, 0.31868821, 0.6420418, 2.6239222e-006;
  0.37692258, 0.34516472, 0.64489877, 1.6081416e-005;
  0.38634601, 0.33479601, 0.64902914, 9.2264063e-006;
  0.21830212, 0.62427896, 0.6742481, 5.2796069e-005;
  0.2460361, 0.063559294, 0.33440655, 5.1124525e-006;
  0.24795614, 0.12389997, 0.38993636, 7.6892047e-006;
  0.24962907, 0.050804246, 0.33655041, 4.3532523e-006;
  0.24590015, 0.073144712, 0.35576713, 4.2450133e-006;
  0.22054197, 0.11418564, 0.3017424, 1.4280567e-005;
  0.19345471, 0.78355515, 0.75786293, 9.1275644e-005;
  0.34710985, 0.3966172, 0.64568186, 1.9635876e-005;
  0.37530494, 0.38972181, 0.66753387, 5.7140783e-006;
  0.30244929, 0.48067558, 0.64483517, 2.4748831e-005;
  0.33367848, 0.41988376, 0.63477129, 1.2430764e-005;
  0.35745689, 0.39121175, 0.65399456, 9.6308549e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.38424101, 0.35985228, 0.6581189, 5.1353468e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38326329, 0.27337596, 0.60390949, 2.7433082e-006;
  0.38399965, 0.27904001, 0.60867602, 2.7283847e-006;
  0.39157, 0.33371639, 0.65340716, 2.5332763e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39516777, 0.3560974, 0.67033315, 2.3982798e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
  0.39537513, 0.35738736, 0.6713087, 2.390499e-006;
