  47, 59, 116, 49, 19, 61, 74, 36, 0, 46, 58, 0, 20, 0, 0, 0, 0, 0, 5, 0, 0, 10, 0, 0, 0;
  50, 69, 103, 47, 13, 74, 64, 61, 0, 39, 52, 0, 20, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 0;
  45, 64, 106, 68, 10, 65, 73, 55, 0, 38, 37, 0, 30, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0;
  39, 71, 125, 48, 7, 79, 73, 37, 0, 50, 44, 0, 21, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0;
  40, 78, 119, 48, 15, 62, 51, 51, 0, 48, 46, 0, 28, 0, 0, 2, 0, 0, 4, 0, 0, 8, 0, 0, 0;
  37, 61, 111, 61, 16, 68, 76, 45, 0, 52, 46, 0, 22, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0;
  42, 61, 119, 55, 15, 65, 64, 49, 0, 48, 47, 0, 27, 0, 0, 1, 0, 0, 5, 0, 0, 2, 0, 0, 0;
  41, 69, 107, 45, 15, 86, 67, 47, 0, 46, 52, 0, 19, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0;
  47, 64, 132, 50, 15, 77, 72, 44, 0, 34, 35, 0, 18, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0;
  32, 74, 126, 56, 18, 71, 63, 39, 0, 50, 43, 0, 17, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0, 0, 0;
  35, 72, 104, 60, 17, 70, 68, 43, 0, 42, 51, 0, 25, 0, 0, 0, 0, 0, 7, 0, 0, 6, 0, 0, 0;
  49, 56, 123, 50, 13, 67, 65, 46, 0, 40, 52, 0, 29, 0, 0, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0;
  34, 67, 121, 49, 21, 59, 67, 52, 0, 42, 49, 0, 28, 0, 0, 1, 0, 0, 8, 0, 0, 2, 0, 0, 0;
  38, 77, 119, 53, 14, 73, 63, 41, 0, 46, 39, 0, 22, 0, 0, 0, 0, 0, 10, 0, 0, 5, 0, 0, 0;
  31, 74, 118, 53, 14, 66, 76, 52, 0, 53, 39, 0, 16, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0;
  36, 79, 126, 49, 8, 62, 65, 50, 0, 48, 45, 0, 18, 0, 0, 1, 0, 0, 2, 0, 0, 10, 1, 0, 0;
  28, 78, 131, 73, 13, 63, 53, 37, 0, 40, 45, 0, 25, 0, 0, 0, 0, 0, 5, 0, 0, 9, 0, 0, 0;
  40, 72, 138, 40, 6, 74, 72, 51, 0, 43, 44, 0, 14, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0;
  36, 79, 119, 51, 10, 62, 80, 49, 0, 41, 40, 0, 27, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0;
  39, 64, 124, 50, 16, 79, 64, 55, 0, 41, 36, 0, 20, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0, 0, 1;
  41, 83, 131, 41, 16, 62, 55, 38, 0, 55, 48, 0, 23, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0;
  48, 73, 115, 54, 12, 70, 62, 44, 0, 45, 44, 0, 23, 0, 0, 1, 0, 0, 4, 0, 0, 5, 0, 0, 0;
  41, 68, 112, 61, 11, 74, 74, 54, 0, 40, 43, 0, 13, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  37, 74, 129, 46, 16, 64, 82, 38, 0, 49, 41, 0, 19, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0;
  40, 78, 126, 54, 10, 72, 62, 51, 0, 37, 39, 0, 22, 0, 0, 1, 0, 0, 7, 0, 0, 1, 0, 0, 0;
  44, 68, 118, 54, 14, 63, 59, 57, 0, 50, 41, 0, 25, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 1, 0;
  45, 75, 125, 50, 18, 60, 69, 44, 0, 45, 46, 0, 15, 0, 0, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0;
  31, 61, 111, 44, 10, 73, 69, 57, 0, 52, 50, 0, 26, 0, 0, 1, 0, 0, 8, 0, 0, 7, 0, 0, 0;
  38, 72, 122, 57, 15, 59, 70, 60, 0, 49, 33, 0, 19, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0;
  39, 68, 130, 49, 14, 77, 70, 56, 0, 39, 36, 0, 18, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0;
  38, 63, 115, 50, 7, 81, 65, 42, 0, 55, 50, 0, 20, 0, 0, 3, 0, 0, 5, 0, 0, 6, 0, 0, 0;
  42, 67, 115, 59, 13, 61, 64, 46, 0, 53, 44, 0, 21, 0, 0, 1, 0, 0, 10, 0, 0, 4, 0, 0, 0;
  36, 63, 123, 45, 16, 65, 64, 63, 0, 47, 45, 0, 23, 0, 0, 1, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  32, 65, 115, 54, 8, 85, 75, 47, 0, 43, 49, 0, 18, 0, 0, 2, 0, 0, 4, 0, 0, 3, 0, 0, 0;
  43, 71, 127, 50, 12, 76, 73, 35, 0, 44, 44, 0, 17, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0;
  46, 65, 105, 51, 16, 74, 76, 50, 0, 46, 48, 0, 16, 0, 0, 1, 0, 0, 4, 0, 0, 2, 0, 0, 0;
  36, 70, 115, 60, 12, 85, 61, 43, 0, 44, 57, 0, 12, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0;
  33, 71, 126, 55, 15, 88, 54, 47, 0, 31, 53, 0, 16, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 0, 0;
  32, 78, 132, 45, 10, 62, 58, 55, 0, 52, 47, 0, 16, 0, 0, 2, 0, 0, 3, 0, 0, 8, 0, 0, 0;
  35, 64, 116, 54, 16, 73, 73, 41, 0, 47, 52, 0, 19, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0;
  32, 71, 117, 59, 15, 60, 78, 48, 0, 41, 41, 0, 22, 0, 0, 1, 0, 0, 14, 0, 0, 1, 0, 0, 0;
  41, 78, 129, 43, 20, 58, 78, 38, 0, 32, 48, 0, 23, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0;
  32, 70, 113, 56, 25, 60, 59, 43, 0, 52, 48, 0, 29, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0;
  30, 77, 111, 59, 15, 61, 73, 53, 0, 39, 51, 0, 19, 0, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0;
  41, 79, 121, 49, 15, 82, 62, 46, 0, 36, 42, 0, 16, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 0, 0;
  31, 88, 107, 40, 10, 80, 53, 52, 0, 53, 55, 0, 21, 0, 0, 1, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  34, 70, 109, 55, 14, 78, 66, 46, 0, 45, 53, 0, 18, 0, 0, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0;
  25, 71, 117, 44, 20, 81, 62, 39, 0, 48, 50, 0, 13, 0, 2, 3, 0, 0, 8, 0, 2, 8, 5, 1, 1;
  24, 78, 118, 36, 15, 94, 50, 60, 0, 32, 49, 0, 15, 0, 0, 6, 0, 0, 15, 0, 0, 8, 0, 0, 0;
  21, 75, 123, 35, 19, 69, 62, 41, 0, 39, 52, 0, 6, 2, 5, 4, 0, 8, 15, 0, 3, 12, 2, 4, 3;
  20, 71, 124, 44, 15, 87, 49, 67, 0, 39, 52, 0, 11, 0, 0, 3, 0, 0, 8, 0, 0, 10, 0, 0, 0;
  18, 70, 124, 51, 30, 83, 48, 56, 1, 35, 46, 0, 7, 0, 0, 6, 0, 0, 5, 1, 0, 15, 3, 0, 1;
  16, 75, 120, 60, 23, 76, 62, 40, 0, 54, 47, 0, 9, 0, 0, 4, 0, 0, 2, 0, 0, 12, 0, 0, 0;
  22, 67, 132, 66, 41, 61, 59, 32, 0, 52, 43, 0, 10, 0, 0, 7, 0, 0, 1, 0, 0, 7, 0, 0, 0;
  21, 76, 131, 57, 31, 72, 55, 42, 0, 48, 45, 0, 4, 0, 0, 4, 0, 0, 1, 0, 0, 13, 0, 0, 0;
  23, 66, 123, 54, 21, 80, 61, 40, 0, 52, 51, 0, 5, 0, 0, 6, 0, 0, 1, 0, 0, 17, 0, 0, 0;
  20, 55, 131, 74, 25, 79, 62, 33, 0, 57, 39, 0, 6, 0, 0, 2, 0, 0, 2, 0, 0, 15, 0, 0, 0;
  21, 76, 111, 66, 39, 74, 52, 48, 0, 49, 36, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 21, 0, 0, 0;
  30, 63, 123, 61, 25, 73, 54, 56, 0, 51, 42, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 14, 0, 0, 0;
  19, 60, 123, 74, 23, 76, 67, 35, 0, 52, 46, 0, 8, 0, 0, 4, 0, 0, 3, 0, 0, 10, 0, 0, 0;
  22, 64, 117, 59, 27, 84, 60, 47, 0, 47, 48, 0, 6, 0, 0, 2, 0, 0, 1, 0, 0, 16, 0, 0, 0;
  16, 64, 128, 75, 36, 52, 47, 46, 0, 50, 52, 0, 5, 0, 0, 4, 0, 0, 2, 0, 0, 22, 0, 1, 0;
  21, 56, 84, 49, 15, 54, 43, 44, 3, 38, 36, 1, 7, 1, 21, 8, 0, 20, 7, 1, 9, 12, 29, 20, 21;
  31, 75, 115, 51, 12, 71, 53, 47, 0, 40, 46, 0, 28, 1, 1, 1, 0, 3, 10, 0, 1, 8, 3, 0, 3;
  42, 65, 112, 33, 16, 86, 64, 55, 0, 39, 50, 0, 29, 0, 0, 1, 0, 0, 6, 0, 0, 2, 0, 0, 0;
  35, 67, 117, 51, 17, 63, 80, 40, 0, 45, 39, 0, 31, 0, 0, 1, 0, 0, 4, 0, 0, 10, 0, 0, 0;
  38, 77, 112, 72, 15, 71, 62, 43, 0, 42, 40, 0, 15, 0, 2, 1, 0, 0, 5, 0, 0, 2, 3, 0, 0;
  27, 76, 112, 41, 15, 73, 83, 44, 0, 51, 40, 0, 22, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 0, 0;
  35, 73, 121, 52, 19, 82, 67, 42, 0, 47, 35, 0, 16, 0, 0, 0, 0, 1, 2, 0, 0, 7, 1, 0, 0;
  20, 74, 132, 47, 17, 82, 59, 48, 1, 44, 34, 0, 15, 1, 1, 3, 0, 3, 4, 0, 1, 10, 1, 1, 2;
  24, 60, 119, 50, 21, 65, 36, 39, 1, 38, 36, 3, 11, 1, 14, 9, 0, 8, 4, 0, 4, 24, 10, 10, 13;
  12, 48, 59, 25, 13, 36, 31, 32, 9, 29, 25, 4, 10, 8, 71, 9, 0, 31, 2, 0, 3, 9, 56, 28, 50;
  14, 53, 58, 27, 21, 66, 37, 44, 2, 28, 36, 4, 15, 6, 40, 11, 2, 13, 12, 0, 3, 7, 49, 18, 34;
  13, 24, 41, 28, 10, 35, 26, 27, 17, 16, 32, 20, 11, 20, 54, 11, 6, 0, 12, 0, 0, 14, 82, 39, 62;
  11, 23, 27, 17, 10, 18, 20, 22, 18, 14, 27, 18, 15, 32, 70, 14, 0, 19, 2, 0, 1, 16, 106, 35, 65;
  12, 13, 6, 2, 3, 9, 11, 8, 24, 7, 7, 11, 6, 46, 115, 6, 0, 13, 5, 1, 8, 5, 124, 51, 107;
  20, 24, 30, 11, 7, 18, 26, 19, 23, 13, 13, 10, 10, 32, 75, 4, 0, 26, 3, 2, 10, 5, 104, 45, 70;
  47, 83, 122, 36, 13, 77, 54, 50, 0, 33, 54, 0, 15, 0, 0, 1, 0, 2, 4, 0, 2, 5, 0, 1, 1;
  45, 72, 101, 64, 14, 68, 66, 48, 0, 49, 44, 0, 22, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0;
  26, 64, 117, 62, 13, 87, 77, 39, 0, 42, 53, 0, 15, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0;
  45, 86, 111, 53, 11, 63, 57, 43, 0, 59, 50, 0, 14, 0, 0, 1, 0, 0, 3, 0, 0, 4, 0, 0, 0;
  35, 82, 117, 46, 18, 72, 66, 51, 0, 42, 45, 0, 19, 0, 0, 1, 0, 0, 4, 0, 0, 2, 0, 0, 0;
  35, 77, 127, 50, 19, 74, 55, 46, 0, 40, 54, 0, 17, 0, 0, 2, 0, 0, 1, 0, 0, 3, 0, 0, 0;
  31, 63, 125, 51, 4, 75, 74, 42, 0, 57, 55, 0, 14, 0, 0, 1, 0, 0, 4, 0, 0, 4, 0, 0, 0;
  42, 78, 102, 46, 14, 72, 77, 57, 0, 49, 35, 0, 17, 0, 0, 1, 0, 0, 3, 0, 0, 7, 0, 0, 0;
  38, 67, 119, 46, 12, 78, 83, 45, 0, 36, 45, 0, 19, 0, 0, 2, 0, 0, 6, 0, 0, 4, 0, 0, 0;
  51, 69, 113, 51, 11, 64, 60, 50, 0, 46, 52, 0, 25, 0, 0, 1, 0, 0, 3, 0, 0, 4, 0, 0, 0;
  28, 54, 127, 51, 11, 71, 86, 51, 0, 48, 48, 0, 19, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0;
  46, 70, 120, 51, 13, 59, 67, 49, 0, 55, 41, 0, 21, 0, 0, 1, 0, 0, 4, 0, 0, 3, 0, 0, 0;
  42, 74, 108, 50, 14, 68, 84, 52, 0, 28, 49, 0, 23, 0, 0, 1, 0, 0, 5, 0, 0, 2, 0, 0, 0;
  32, 67, 132, 50, 13, 82, 66, 47, 0, 43, 43, 0, 18, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0;
  40, 67, 115, 51, 14, 79, 68, 40, 0, 37, 51, 0, 25, 0, 0, 1, 0, 0, 5, 0, 0, 7, 0, 0, 0;
  37, 71, 107, 44, 23, 78, 68, 58, 0, 44, 47, 0, 17, 0, 0, 1, 0, 0, 3, 0, 0, 2, 0, 0, 0;
  37, 74, 114, 61, 14, 58, 74, 53, 0, 35, 49, 0, 23, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0;
  38, 55, 117, 43, 19, 76, 80, 49, 0, 52, 37, 0, 21, 0, 0, 2, 0, 0, 8, 0, 0, 3, 0, 0, 0;
  37, 61, 116, 60, 17, 71, 71, 48, 0, 40, 50, 0, 25, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0;
  43, 67, 120, 62, 9, 72, 64, 39, 0, 49, 46, 0, 22, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0;
  48, 74, 131, 51, 19, 61, 59, 40, 0, 53, 38, 0, 17, 0, 0, 2, 0, 0, 5, 0, 0, 2, 0, 0, 0;
  49, 66, 113, 65, 15, 64, 69, 49, 0, 41, 42, 0, 20, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0;
  31, 75, 111, 52, 20, 61, 74, 51, 0, 50, 46, 0, 20, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0;
  37, 64, 135, 56, 12, 65, 79, 40, 0, 39, 44, 0, 21, 0, 0, 1, 0, 0, 4, 0, 0, 3, 0, 0, 0;
  43, 55, 119, 50, 13, 70, 70, 50, 0, 46, 63, 0, 16, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0;
  46, 65, 119, 47, 11, 61, 81, 49, 0, 47, 43, 0, 20, 0, 0, 2, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  45, 54, 143, 54, 13, 73, 60, 39, 0, 44, 45, 0, 21, 0, 0, 1, 0, 0, 6, 0, 0, 2, 0, 0, 0;
  35, 88, 108, 51, 16, 80, 66, 39, 0, 38, 57, 0, 15, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0;
  44, 70, 111, 51, 13, 73, 61, 59, 0, 47, 45, 0, 18, 0, 0, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0;
  33, 60, 110, 56, 14, 82, 65, 56, 0, 50, 50, 0, 17, 0, 0, 1, 0, 0, 4, 0, 0, 2, 0, 0, 0;
  36, 67, 142, 59, 15, 55, 69, 38, 0, 43, 45, 0, 22, 0, 0, 1, 0, 0, 5, 0, 0, 3, 0, 0, 0;
  40, 62, 122, 39, 15, 66, 66, 57, 0, 51, 48, 0, 20, 0, 0, 1, 0, 0, 6, 0, 0, 7, 0, 0, 0;
  38, 75, 113, 65, 16, 70, 74, 57, 0, 38, 32, 0, 18, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0;
  39, 89, 115, 50, 14, 66, 66, 48, 0, 48, 35, 0, 20, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0;
  37, 77, 120, 52, 12, 81, 57, 46, 0, 46, 46, 0, 18, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0;
  41, 64, 121, 44, 15, 71, 77, 47, 0, 41, 48, 0, 23, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0;
  44, 67, 121, 49, 14, 75, 66, 47, 0, 40, 58, 0, 15, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0;
  34, 68, 124, 54, 21, 76, 60, 38, 0, 41, 50, 0, 27, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0;
  49, 67, 103, 56, 18, 65, 78, 46, 0, 45, 45, 0, 17, 0, 0, 0, 0, 0, 2, 0, 0, 9, 0, 0, 0;
  37, 69, 106, 53, 16, 67, 79, 55, 0, 50, 41, 0, 18, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0;
  46, 72, 104, 47, 10, 79, 76, 50, 0, 55, 30, 0, 22, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0;
  48, 69, 102, 57, 16, 59, 71, 48, 0, 49, 53, 0, 21, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0;
  37, 74, 115, 42, 17, 63, 74, 52, 0, 54, 45, 0, 19, 0, 0, 1, 0, 0, 4, 0, 0, 3, 0, 0, 0;
  40, 73, 124, 45, 14, 80, 52, 53, 0, 52, 42, 0, 22, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0;
  36, 62, 126, 56, 22, 71, 64, 39, 0, 46, 49, 0, 25, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0;
  47, 68, 110, 44, 19, 70, 74, 49, 0, 51, 43, 0, 18, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0;
  36, 81, 114, 47, 12, 64, 76, 37, 0, 52, 46, 0, 25, 0, 0, 2, 0, 0, 3, 0, 0, 5, 0, 0, 0;
  46, 73, 123, 52, 18, 54, 78, 32, 0, 45, 53, 0, 18, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0;
  34, 63, 136, 48, 11, 64, 68, 59, 0, 51, 43, 0, 17, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0;
  45, 61, 128, 61, 17, 65, 61, 49, 0, 39, 47, 0, 23, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0;
  29, 73, 117, 55, 14, 56, 62, 54, 0, 47, 50, 1, 19, 0, 0, 2, 0, 5, 5, 1, 1, 3, 3, 2, 1;
  43, 81, 99, 64, 22, 64, 70, 38, 0, 45, 42, 0, 21, 0, 0, 2, 0, 0, 6, 0, 0, 3, 0, 0, 0;
  31, 64, 121, 50, 13, 70, 59, 56, 0, 59, 46, 0, 23, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0;
  38, 63, 134, 50, 17, 69, 67, 51, 0, 41, 50, 0, 12, 0, 0, 1, 0, 0, 2, 0, 0, 5, 0, 0, 0;
  33, 82, 135, 48, 11, 70, 60, 57, 0, 38, 46, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0;
  51, 77, 127, 44, 10, 65, 65, 41, 0, 39, 49, 0, 23, 0, 0, 1, 0, 0, 3, 0, 0, 5, 0, 0, 0;
  48, 68, 109, 51, 13, 69, 76, 35, 0, 45, 50, 0, 25, 0, 0, 2, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  40, 66, 115, 61, 17, 50, 79, 47, 0, 42, 41, 0, 32, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 0, 0;
  41, 81, 112, 55, 10, 73, 66, 44, 0, 31, 67, 0, 16, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0;
  36, 77, 125, 52, 16, 72, 67, 46, 0, 45, 45, 0, 15, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0;
  40, 83, 116, 41, 20, 60, 70, 46, 0, 53, 46, 0, 18, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0;
  35, 87, 129, 35, 14, 78, 50, 48, 0, 37, 53, 0, 21, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0;
  35, 74, 105, 55, 6, 73, 72, 48, 0, 51, 58, 0, 14, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0;
  38, 71, 116, 56, 16, 74, 64, 41, 0, 43, 46, 0, 23, 0, 0, 1, 0, 0, 4, 0, 0, 7, 0, 0, 0;
  43, 65, 131, 48, 22, 58, 67, 37, 0, 47, 45, 0, 26, 0, 0, 1, 0, 0, 4, 0, 0, 6, 0, 0, 0;
  37, 81, 108, 48, 14, 77, 57, 43, 0, 54, 53, 0, 20, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0;
  28, 57, 130, 53, 17, 65, 71, 58, 0, 40, 52, 0, 25, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0;
  38, 76, 130, 57, 17, 69, 69, 38, 0, 44, 40, 0, 18, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0;
  50, 56, 118, 38, 10, 78, 88, 37, 0, 39, 51, 0, 25, 0, 0, 1, 0, 0, 3, 0, 0, 6, 0, 0, 0;
  39, 62, 107, 56, 28, 66, 65, 45, 0, 53, 42, 0, 27, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 0, 0;
  46, 81, 104, 46, 14, 67, 63, 59, 0, 46, 46, 0, 15, 0, 0, 2, 0, 0, 6, 0, 0, 5, 0, 0, 0;
  42, 57, 139, 38, 19, 79, 75, 46, 0, 32, 38, 0, 26, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0;
  39, 56, 134, 65, 16, 81, 57, 43, 0, 39, 41, 0, 20, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0;
  42, 56, 101, 49, 12, 64, 74, 48, 0, 38, 48, 0, 20, 0, 8, 0, 0, 5, 11, 0, 3, 4, 5, 5, 7;
  32, 75, 108, 52, 20, 66, 72, 45, 0, 52, 43, 0, 22, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0;
  43, 68, 118, 52, 15, 65, 67, 53, 0, 55, 44, 0, 14, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0;
