[0.45726955, 0.36750048, 0.12984678;
  0.45721945, 0.37068087, 0.12867402;
  0.45779201, 0.37127471, 0.12560889;
  0.4590233, 0.36732784, 0.12618689;
  0.46024317, 0.36268449, 0.12957928;
  0.4612017, 0.35998189, 0.13243836;
  0.46195146, 0.35896456, 0.13404256;
  0.46260306, 0.35887584, 0.13473433;
  0.46303833, 0.35899174, 0.13490583;
  0.46297565, 0.3587957, 0.13494326;
  0.46236128, 0.35835359, 0.13496266;
  0.46145704, 0.35794127, 0.13474663;
  0.46051121, 0.35740978, 0.13439183;
  0.4589071, 0.35637373, 0.13452828;
  0.45401731, 0.35452768, 0.13536151;
  0.43996659, 0.35085845, 0.13761277;
  0.41129512, 0.34453261, 0.14322218;
  0.38027751, 0.34149158, 0.15346077;
  0.38316151, 0.35743618, 0.16713342;
  0.43501011, 0.38778919, 0.17840691;
  0.51270485, 0.41030586, 0.19110599;
  0.57256931, 0.41174915, 0.21589661;
  0.57322633, 0.41165501, 0.22706671;
  0.47887024, 0.43373787, 0.20580077;
  0.28868341, 0.47465199, 0.17140883;
  0.094994426, 0.55077106, 0.14491495;
  0.071688294, 0.64675188, 0.12308042;
  0.15273392, 0.67918718, 0.11664738;
  0.2358053, 0.71351832, 0.1297377;
  0.30251837, 0.75260973, 0.12443408;
  0.35531819, 0.79697931, 0.093364343;
  0.42706248, 0.7918731, 0.12229632;
  0.51557487, 0.775226, 0.15059355;
  0.57702339, 0.79347962, 0.11911252;
  0.59685451, 0.8226884, 0.076421656;
  0.6024909, 0.82710171, 0.065924801;
  0.61059034, 0.81653178, 0.068782583;
  0.61185139, 0.80058169, 0.075713716;
  0.59033173, 0.78044456, 0.079920307;
  0.55167139, 0.75381827, 0.076546043;
  0.5303691, 0.72951734, 0.057186969;
  0.54867005, 0.6956991, 0.074943453;
  0.58940178, 0.65736032, 0.14612122;
  0.61859262, 0.63778818, 0.22725105;
  0.61390364, 0.64910746, 0.23119009;
  0.57773674, 0.69032145, 0.14517628;
  0.54363084, 0.73305559, 0.10164709;
  0.52809232, 0.76056421, 0.13075899;
  0.50130135, 0.79402024, 0.12726645;
  0.45730385, 0.81791866, 0.10848336;
  0.42862636, 0.81606179, 0.12575498;
  0.44022802, 0.78557658, 0.18767947;
  0.46692407, 0.74617356, 0.23678951;
  0.48553652, 0.76006001, 0.19265321;
  0.48479646, 0.80476862, 0.11427386;
  0.49305689, 0.71458566, 0.28238118;
  0.49212858, 0.71932697, 0.32549101;
  0.47110814, 0.76497352, 0.28007784;
  0.45403832, 0.81348467, 0.19528481;
  0.47208858, 0.84026957, 0.14282249;
  0.51519114, 0.84767103, 0.13792486;
  0.5419355, 0.87461281, 0.088285647;
  0.55028617, 0.86188507, 0.086492211;
  0.54511559, 0.83926046, 0.097780317;
  0.53955978, 0.81720757, 0.11577273;
  0.55378139, 0.79016441, 0.15887849;
  0.58558416, 0.76096177, 0.21807948;
  0.59572548, 0.77000904, 0.23712826;
  0.56853557, 0.84438449, 0.13986653;
  0.55054158, 0.86056954, 0.11620477;
  0.5459066, 0.85867345, 0.11758052;
  0.54800802, 0.86352915, 0.11725615;
  0.5593242, 0.87188947, 0.12489466;
  0.55709553, 0.89048958, 0.099479973;
  0.54036933, 0.87935114, 0.11290078;
  0.52531093, 0.85541707, 0.14471282;
  0.51608598, 0.82694137, 0.17166443;
  0.50213021, 0.79915023, 0.19072533;
  0.48454395, 0.77456725, 0.19469027;
  0.49743041, 0.78255188, 0.18199207;
  0.52257288, 0.84782696, 0.094774835;
  0.56428474, 0.83714104, 0.14922903;
  0.5755893, 0.80859989, 0.21399575;
  0.5522812, 0.80495989, 0.20815605;
  0.5398041, 0.82784158, 0.1675729;
  0.54163891, 0.84672105, 0.14261656;
  0.53314632, 0.87038374, 0.10425334;
  0.51430714, 0.85483134, 0.11048126;
  0.49825823, 0.83147132, 0.12856874;
  0.48720583, 0.83992046, 0.1064384;
  0.48572582, 0.85279548, 0.087935202;
  0.49759418, 0.86164665, 0.084861405;
  0.52241898, 0.8694644, 0.088664211;
  0.54955882, 0.87179554, 0.095214859;
  0.56342155, 0.83926785, 0.13949892;
  0.55387121, 0.76939827, 0.24361891;
  0.53223437, 0.70717651, 0.36432242;
  0.52113575, 0.69877028, 0.4140175;
  0.51308298, 0.74626911, 0.33901072;
  0.51553589, 0.79213327, 0.22810817;
  0.5277909, 0.79778063, 0.17581424;
  0.54037875, 0.78221351, 0.18447179;
  0.53736413, 0.78239262, 0.18760666;
  0.52171785, 0.80291367, 0.16319662;
  0.50710642, 0.84028685, 0.12170228;
  0.5005126, 0.86039507, 0.11012724;
  0.51662493, 0.85478663, 0.13526848;
  0.55159253, 0.86274171, 0.13200988;
  0.57006872, 0.87955642, 0.10275631;
  0.57389122, 0.87864792, 0.10457084;
  0.56765741, 0.88288009, 0.10741164;
  0.54985535, 0.88627148, 0.12344898;
  0.52595162, 0.85794485, 0.1834963;
  0.50142175, 0.8140583, 0.25184757;
  0.48074716, 0.77747554, 0.29475495;
  0.46573222, 0.78717482, 0.25416741;
  0.44578195, 0.85809147, 0.1049886;
  0.48223382, 0.71881366, 0.27989322;
  0.55698889, 0.54384238, 0.52283722;
  0.64039624, 0.37158215, 0.85608697;
  0.6681388, 0.32676309, 1;
  0.61583126, 0.40282208, 0.82533997;
  0.55299366, 0.51535088, 0.58636558;
  0.52321446, 0.6404267, 0.40157026;
  0.52802837, 0.76739705, 0.24319929;
  0.54243755, 0.84835696, 0.15267803;
  0.54583716, 0.87709618, 0.12026852;
  0.54221183, 0.86258668, 0.14310449;
  0.53480101, 0.83202761, 0.19362973;
  0.52486855, 0.83040583, 0.19503438;
  0.50855887, 0.86851323, 0.13051844;
  0.50083739, 0.87297887, 0.12277334;
  0.47566485, 0.8658402, 0.13014698;
  0.43289569, 0.87086624, 0.11495776;
  0.41197821, 0.84075511, 0.14844963;
  0.41788337, 0.80968559, 0.18101113;
  0.43732181, 0.81316549, 0.16498765;
  0.45712796, 0.82991934, 0.13072819;
  0.46515191, 0.84318841, 0.099841714;
  0.45978948, 0.84695566, 0.085060418;
  0.452499, 0.84396732, 0.085182399;
  0.44934177, 0.84361356, 0.084636621;
  0.45013282, 0.84654027, 0.081064805;
  0.45380372, 0.84973967, 0.078089893;
  0.4589037, 0.85165524, 0.076984353;
  0.46268412, 0.85185146, 0.077168711;
  0.46350461, 0.85016811, 0.078943431;
  0.46306431, 0.84822011, 0.08283776;
  0.46908954, 0.84939265, 0.088240206;
  0.49166465, 0.85854757, 0.090740815;
  0.52882421, 0.87469375, 0.087765664;
  0.56352913, 0.88706219, 0.087902591;
  0.57811224, 0.89062804, 0.096004508;
  0.5649963, 0.89546597, 0.10123868;
  0.53504056, 0.90357518, 0.10565627;
